Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
56.0,1.0,1.0,15.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,26103.0
29.0,1.0,1.0,34.0,2.0,1.0,3.0,3.0,0.0,3.0,1.0,5.0,0.0,5.0,1.0,0.0,1.0,17514.0
31.0,1.0,1.0,7.0,2.0,2.0,3.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,23804.0
38.0,1.0,1.0,14.0,3.0,1.0,3.0,3.0,0.0,3.0,2.0,2.0,0.0,4.0,1.0,2.0,1.0,18445.0
38.0,1.0,1.0,35.0,3.0,2.0,2.0,3.0,0.0,3.0,2.0,6.0,0.0,1.0,1.0,0.0,1.0,18452.0
53.0,1.0,3.0,12.0,3.0,2.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0,5.0,0.0,0.0,2.0,17306.0
57.0,1.0,1.0,16.0,3.0,2.0,3.0,4.0,4.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,29781.0
30.0,1.0,1.0,16.0,2.0,2.0,2.0,5.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,22661.0
35.0,1.0,3.0,8.0,3.0,1.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,17014.0
36.0,0.0,1.0,25.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,24367.0
42.0,0.0,3.0,7.0,3.0,1.0,4.0,4.0,1.0,5.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,22781.0
38.0,1.0,3.0,15.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,0.0,4.0,0.0,1.0,2.0,22347.0
31.0,1.0,1.0,17.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,17356.0
34.0,0.0,3.0,32.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,23217.0
30.0,1.0,1.0,10.0,3.0,2.0,4.0,5.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,3.0,3.0,30613.0
51.0,1.0,3.0,7.0,3.0,1.0,4.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,38195.0
32.0,1.0,1.0,30.0,3.0,2.0,4.0,5.0,1.0,3.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,24260.0
37.0,1.0,3.0,7.0,2.0,2.0,3.0,4.0,1.0,3.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,24879.0
60.0,1.0,3.0,10.0,2.0,0.0,3.0,5.0,1.0,3.0,3.0,7.0,0.0,3.0,0.0,1.0,2.0,23849.0
53.0,1.0,1.0,7.0,2.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,35777.0
44.0,1.0,3.0,9.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,1.0,2.0,26525.0
29.0,1.0,3.0,33.0,2.0,2.0,3.0,5.0,1.0,5.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,23402.0
30.0,1.0,3.0,10.0,3.0,1.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,20209.0
31.0,1.0,1.0,15.0,2.0,1.0,4.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,30094.0
38.0,1.0,3.0,10.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,22347.0
38.0,1.0,3.0,35.0,2.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,22347.0
37.0,0.0,1.0,11.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,23809.0
31.0,0.0,1.0,9.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,3.0,28675.0
38.0,0.0,1.0,8.0,2.0,1.0,3.0,1.0,1.0,5.0,2.0,7.0,1.0,2.0,1.0,2.0,2.0,20980.0
58.0,1.0,1.0,7.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,0.0,3.0,0.0,2.0,2.0,25433.0
34.0,0.0,1.0,7.0,3.0,2.0,3.0,4.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,20343.0
33.0,1.0,1.0,11.0,2.0,1.0,3.0,4.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,17911.0
41.0,1.0,1.0,11.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,17127.0
35.0,0.0,1.0,13.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,6.0,0.0,1.0,0.0,0.0,2.0,22347.0
31.0,1.0,1.0,15.0,2.0,2.0,2.0,4.0,0.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,17657.0
35.0,1.0,1.0,9.0,2.0,2.0,3.0,5.0,1.0,5.0,0.0,8.0,0.0,4.0,0.0,2.0,2.0,24635.0
45.0,1.0,1.0,15.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,17348.0
30.0,1.0,3.0,13.0,3.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,19779.0
37.0,1.0,1.0,12.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,20974.0
43.0,1.0,1.0,9.0,2.0,1.0,3.0,4.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,22767.0
36.0,1.0,1.0,16.0,2.0,2.0,4.0,5.0,1.0,4.0,3.0,2.0,0.0,2.0,1.0,3.0,2.0,25218.0
39.0,1.0,3.0,10.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,25539.0
46.0,1.0,1.0,35.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,35382.0
44.0,0.0,1.0,28.0,3.0,2.0,4.0,4.0,0.0,3.0,1.0,2.0,0.0,4.0,1.0,3.0,1.0,20936.0
55.0,1.0,3.0,9.0,2.0,1.0,3.0,5.0,3.0,3.0,0.0,8.0,0.0,5.0,1.0,1.0,3.0,29364.0
42.0,0.0,1.0,8.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,3.0,25124.0
43.0,1.0,1.0,7.0,2.0,1.0,4.0,4.0,0.0,5.0,1.0,5.0,0.0,3.0,1.0,2.0,1.0,21254.0
35.0,1.0,2.0,32.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,23837.0
41.0,0.0,1.0,15.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,0.0,4.0,0.0,2.0,4.0,34419.0
49.0,0.0,1.0,24.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,21804.0
38.0,1.0,3.0,9.0,2.0,2.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0,4.0,0.0,2.0,2.0,22347.0
47.0,0.0,1.0,25.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,7.0,0.0,3.0,0.0,2.0,3.0,29205.0
34.0,0.0,1.0,10.0,2.0,1.0,3.0,4.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,21587.0
49.0,0.0,1.0,24.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,21804.0
40.0,0.0,1.0,29.0,3.0,1.0,3.0,4.0,3.0,5.0,2.0,3.0,1.0,5.0,1.0,1.0,3.0,29558.0
29.0,1.0,3.0,8.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,3.0,0.0,4.0,1.0,0.0,2.0,21644.0
39.0,1.0,1.0,7.0,2.0,1.0,3.0,4.0,0.0,5.0,3.0,5.0,0.0,2.0,1.0,2.0,1.0,21297.0
49.0,1.0,3.0,9.0,3.0,2.0,3.0,3.0,1.0,4.0,0.0,5.0,0.0,3.0,1.0,1.0,2.0,26798.0
36.0,0.0,1.0,24.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,1.0,2.0,22779.0
29.0,1.0,3.0,13.0,3.0,2.0,4.0,4.0,0.0,4.0,0.0,3.0,0.0,5.0,1.0,2.0,1.0,19730.0
31.0,1.0,3.0,11.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,20476.0
54.0,1.0,3.0,13.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,5.0,0.0,2.0,2.0,20984.0
33.0,1.0,3.0,7.0,3.0,2.0,4.0,5.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,20947.0
41.0,1.0,3.0,15.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,23189.0
35.0,1.0,1.0,24.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,20208.0
30.0,1.0,1.0,7.0,2.0,1.0,4.0,4.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,3.0,1.0,22438.0
37.0,1.0,1.0,25.0,2.0,2.0,3.0,3.0,0.0,4.0,0.0,5.0,0.0,4.0,1.0,1.0,1.0,18022.0
32.0,0.0,1.0,10.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,3.0,32353.0
36.0,1.0,3.0,25.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,23279.0
40.0,0.0,1.0,13.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,22347.0
45.0,1.0,1.0,17.0,2.0,2.0,3.0,4.0,1.0,3.0,0.0,4.0,1.0,3.0,1.0,2.0,2.0,25143.0
27.0,1.0,1.0,7.0,3.0,2.0,4.0,4.0,0.0,5.0,3.0,2.0,0.0,5.0,1.0,3.0,1.0,21545.0
38.0,1.0,3.0,8.0,2.0,1.0,2.0,3.0,1.0,5.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,21893.0
39.0,0.0,1.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,0.0,2.0,0.0,5.0,1.0,1.0,4.0,34272.0
39.0,0.0,1.0,19.0,2.0,2.0,2.0,5.0,1.0,5.0,1.0,4.0,0.0,5.0,1.0,1.0,2.0,24966.0
54.0,1.0,3.0,9.0,2.0,1.0,4.0,5.0,4.0,3.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,34105.0
25.0,1.0,3.0,13.0,3.0,2.0,2.0,4.0,1.0,5.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,22347.0
39.0,1.0,3.0,8.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,22880.0
26.0,1.0,2.0,31.0,2.0,1.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,17942.0
52.0,1.0,1.0,8.0,2.0,1.0,2.0,4.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,18212.0
33.0,1.0,3.0,14.0,2.0,2.0,4.0,5.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,1.0,2.0,24162.0
38.0,1.0,1.0,34.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,5.0,1.0,0.0,2.0,18407.0
26.0,0.0,3.0,13.0,3.0,2.0,2.0,4.0,1.0,5.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,22347.0
37.0,1.0,1.0,13.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,8.0,0.0,4.0,0.0,2.0,2.0,23619.0
50.0,1.0,1.0,23.0,3.0,1.0,4.0,4.0,0.0,5.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,21265.0
25.0,1.0,3.0,19.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,17096.0
34.0,0.0,3.0,13.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,5.0,1.0,1.0,2.0,19568.0
43.0,0.0,1.0,16.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0,17455.0
31.0,1.0,1.0,15.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,25648.0
35.0,1.0,1.0,31.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,25388.0
37.0,1.0,1.0,25.0,2.0,2.0,3.0,3.0,0.0,4.0,1.0,5.0,0.0,4.0,0.0,1.0,1.0,18022.0
34.0,0.0,1.0,6.0,3.0,2.0,3.0,4.0,1.0,5.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,20343.0
46.0,1.0,1.0,9.0,2.0,1.0,4.0,5.0,0.0,3.0,2.0,3.0,0.0,3.0,1.0,1.0,1.0,20952.0
34.0,1.0,2.0,9.0,2.0,2.0,4.0,4.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,22278.0
38.0,1.0,3.0,6.0,2.0,0.0,2.0,4.0,1.0,3.0,3.0,5.0,0.0,1.0,0.0,1.0,2.0,23686.0
33.0,1.0,1.0,15.0,3.0,1.0,4.0,2.0,1.0,3.0,0.0,7.0,0.0,3.0,1.0,3.0,2.0,23853.0
27.0,1.0,3.0,7.0,2.0,2.0,3.0,4.0,1.0,3.0,0.0,3.0,0.0,5.0,1.0,1.0,2.0,23974.0
21.0,1.0,1.0,6.0,1.0,1.0,3.0,4.0,0.0,4.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,17070.0
35.0,1.0,1.0,22.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,5.0,1.0,2.0,0.0,1.0,3.0,22632.0
33.0,1.0,1.0,6.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,2.0,21949.0
37.0,1.0,2.0,20.0,2.0,2.0,3.0,4.0,0.0,4.0,1.0,6.0,0.0,3.0,1.0,2.0,1.0,20821.0
25.0,1.0,1.0,13.0,3.0,2.0,3.0,4.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,17889.0
43.0,0.0,1.0,27.0,3.0,2.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,17258.0
43.0,0.0,1.0,28.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,23943.0
58.0,1.0,1.0,15.0,3.0,1.0,3.0,4.0,0.0,4.0,0.0,5.0,1.0,2.0,1.0,0.0,1.0,18346.0
23.0,1.0,1.0,6.0,2.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,16223.0
43.0,0.0,1.0,15.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,2.0,4.0,37108.0
32.0,1.0,2.0,9.0,2.0,2.0,4.0,5.0,1.0,5.0,0.0,5.0,0.0,3.0,0.0,2.0,2.0,25088.0
51.0,1.0,1.0,7.0,3.0,2.0,3.0,5.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,22368.0
40.0,1.0,1.0,26.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,0.0,3.0,1.0,1.0,3.0,25322.0
38.0,1.0,1.0,17.0,3.0,1.0,4.0,4.0,0.0,5.0,1.0,8.0,0.0,1.0,1.0,3.0,1.0,22130.0
27.0,1.0,1.0,30.0,2.0,1.0,3.0,4.0,0.0,3.0,1.0,3.0,0.0,3.0,1.0,2.0,1.0,21564.0
37.0,1.0,1.0,13.0,2.0,2.0,3.0,4.0,0.0,3.0,0.0,2.0,0.0,5.0,1.0,2.0,1.0,21888.0
36.0,0.0,1.0,17.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,21499.0
44.0,1.0,1.0,13.0,3.0,1.0,3.0,5.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,38070.0
36.0,1.0,1.0,16.0,2.0,1.0,4.0,5.0,3.0,3.0,0.0,3.0,1.0,4.0,1.0,2.0,3.0,29363.0
29.0,1.0,1.0,21.0,2.0,1.0,3.0,5.0,0.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,17168.0
51.0,0.0,1.0,7.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,36850.0
22.0,1.0,1.0,8.0,1.0,2.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,17523.0
33.0,0.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,4.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,20488.0
35.0,1.0,1.0,17.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,17660.0
36.0,1.0,1.0,28.0,2.0,1.0,3.0,4.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0,2.0,2.0,22692.0
32.0,0.0,1.0,6.0,2.0,2.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,17314.0
29.0,0.0,3.0,11.0,3.0,2.0,3.0,4.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,22899.0
45.0,1.0,1.0,13.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,24724.0
26.0,1.0,1.0,6.0,3.0,2.0,3.0,3.0,0.0,5.0,2.0,1.0,0.0,5.0,1.0,2.0,1.0,17867.0
44.0,1.0,1.0,10.0,2.0,2.0,4.0,6.0,2.0,3.0,1.0,5.0,0.0,5.0,1.0,1.0,4.0,38418.0
27.0,1.0,2.0,32.0,2.0,1.0,4.0,4.0,0.0,3.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,21620.0
23.0,1.0,1.0,18.0,3.0,1.0,3.0,4.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,20922.0
35.0,1.0,3.0,11.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0,1.0,4.0,0.0,3.0,3.0,28391.0
50.0,1.0,1.0,27.0,3.0,1.0,4.0,4.0,1.0,5.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,25245.0
40.0,1.0,3.0,32.0,3.0,2.0,3.0,3.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,23396.0
36.0,1.0,1.0,35.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,0.0,5.0,1.0,1.0,2.0,22085.0
35.0,1.0,1.0,26.0,3.0,2.0,4.0,4.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,21339.0
45.0,0.0,1.0,13.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,0.0,4.0,1.0,0.0,2.0,22347.0
44.0,0.0,1.0,28.0,3.0,2.0,4.0,4.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,3.0,1.0,20936.0
27.0,0.0,1.0,11.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,17379.0
36.0,1.0,3.0,23.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,26698.0
54.0,1.0,1.0,10.0,3.0,2.0,3.0,4.0,4.0,3.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,36262.0
34.0,1.0,1.0,25.0,3.0,2.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,17661.0
39.0,1.0,1.0,17.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,5.0,0.0,3.0,0.0,2.0,2.0,28502.0
35.0,0.0,3.0,9.0,3.0,1.0,4.0,4.0,0.0,3.0,1.0,8.0,0.0,5.0,0.0,1.0,1.0,20909.0
38.0,1.0,1.0,13.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,6.0,1.0,3.0,1.0,2.0,2.0,24652.0
43.0,0.0,3.0,32.0,2.0,2.0,3.0,3.0,4.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,31959.0
34.0,1.0,3.0,9.0,2.0,1.0,2.0,5.0,1.0,3.0,2.0,6.0,0.0,1.0,1.0,0.0,2.0,21029.0
56.0,1.0,1.0,27.0,1.0,2.0,3.0,4.0,1.0,3.0,0.0,5.0,1.0,2.0,1.0,2.0,2.0,24093.0
54.0,1.0,2.0,25.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,0.0,3.0,1.0,1.0,3.0,25725.0
38.0,0.0,3.0,26.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,22347.0
59.0,1.0,3.0,6.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,4.0,1.0,2.0,0.0,1.0,3.0,26904.0
29.0,1.0,2.0,15.0,3.0,2.0,4.0,5.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,23614.0
54.0,1.0,1.0,28.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,32426.0
48.0,1.0,1.0,9.0,2.0,1.0,3.0,4.0,4.0,3.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,35430.0
33.0,1.0,3.0,15.0,1.0,1.0,4.0,5.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,23906.0
46.0,0.0,1.0,24.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,3.0,25527.0
54.0,1.0,1.0,14.0,2.0,2.0,3.0,3.0,4.0,3.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,33492.0
38.0,1.0,3.0,8.0,3.0,1.0,3.0,5.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,20405.0
35.0,0.0,1.0,17.0,3.0,2.0,3.0,4.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,22493.0
44.0,0.0,1.0,17.0,2.0,1.0,3.0,4.0,0.0,3.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,21133.0
45.0,1.0,1.0,11.0,2.0,2.0,4.0,2.0,2.0,5.0,1.0,0.0,0.0,5.0,1.0,3.0,4.0,37868.0
38.0,1.0,1.0,26.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,5.0,0.0,1.0,0.0,1.0,2.0,24446.0
27.0,1.0,1.0,20.0,2.0,2.0,2.0,3.0,0.0,5.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,17235.0
51.0,1.0,3.0,20.0,2.0,1.0,2.0,4.0,1.0,3.0,0.0,5.0,0.0,3.0,0.0,1.0,2.0,19936.0
34.0,0.0,1.0,13.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,5.0,0.0,5.0,1.0,1.0,2.0,26403.0
36.0,0.0,1.0,9.0,3.0,2.0,1.0,3.0,0.0,4.0,2.0,5.0,0.0,4.0,1.0,0.0,1.0,17088.0
50.0,1.0,1.0,16.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,7.0,0.0,5.0,0.0,2.0,3.0,25496.0
38.0,1.0,1.0,31.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,5.0,0.0,1.0,1.0,0.0,2.0,18681.0
23.0,1.0,1.0,26.0,3.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,21001.0
26.0,1.0,1.0,13.0,2.0,1.0,3.0,5.0,0.0,3.0,1.0,4.0,0.0,4.0,1.0,0.0,1.0,22347.0
57.0,1.0,1.0,6.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,19900.0
27.0,0.0,1.0,13.0,2.0,2.0,2.0,5.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,19621.0
34.0,1.0,1.0,21.0,3.0,1.0,4.0,4.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0,1.0,1.0,21434.0
53.0,1.0,1.0,12.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,0.0,5.0,1.0,1.0,2.0,17450.0
57.0,1.0,3.0,18.0,3.0,1.0,3.0,5.0,1.0,5.0,1.0,6.0,0.0,5.0,0.0,2.0,2.0,24058.0
48.0,1.0,3.0,8.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,23120.0
31.0,1.0,1.0,29.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,20582.0
28.0,0.0,1.0,16.0,3.0,2.0,3.0,4.0,0.0,4.0,1.0,8.0,0.0,3.0,1.0,2.0,1.0,20702.0
39.0,1.0,1.0,9.0,3.0,2.0,4.0,4.0,0.0,3.0,0.0,8.0,1.0,4.0,0.0,1.0,1.0,21735.0
45.0,1.0,1.0,6.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,22441.0
35.0,0.0,1.0,9.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,0.0,4.0,1.0,3.0,2.0,22711.0
46.0,1.0,1.0,13.0,2.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,19615.0
45.0,1.0,1.0,10.0,2.0,2.0,3.0,4.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,38191.0
33.0,1.0,1.0,8.0,3.0,2.0,3.0,3.0,0.0,3.0,2.0,5.0,0.0,3.0,1.0,2.0,1.0,17496.0
35.0,1.0,1.0,9.0,1.0,0.0,4.0,4.0,1.0,3.0,3.0,3.0,0.0,5.0,1.0,2.0,2.0,25365.0
34.0,1.0,1.0,16.0,3.0,2.0,3.0,4.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,21459.0
37.0,0.0,3.0,15.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,0.0,2.0,0.0,3.0,3.0,26265.0
31.0,1.0,1.0,15.0,2.0,1.0,4.0,2.0,3.0,5.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,30094.0
35.0,0.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,1.0,2.0,0.0,4.0,0.0,0.0,3.0,24069.0
28.0,1.0,2.0,14.0,3.0,2.0,3.0,4.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,19936.0
27.0,0.0,1.0,7.0,2.0,1.0,4.0,6.0,0.0,3.0,1.0,5.0,0.0,4.0,1.0,3.0,1.0,23042.0
